source_row,vendor,transmittal_no,vendor_document_no,project_document_drawing_no,project_doc_no,revision_raw,revision,description,match_status,match_method,match_source_field,matched_document,candidates,reason
207,DANEM,DEW-5718-T-060,,VEN-MEWTP-5-61-0044-001,,0,0,TANK BOTTOM PLATE DETAIL FOR T-8949,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0044-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
208,DANEM,DEW-5718-T-060,,VEN-MEWTP-5-61-0045-001,,0,0,TANK ROOF PLATE DETAILS FOR T-8949,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0045-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
209,DANEM,DEW-5718-T-061,,4391-MOM-DANEM-0012,,0,0,WEEKLY PROGRESS MEETING MINUTES-0012 DANEM ENGINEERING – STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
210,DANEM,DEW-5718-T-063,DEW-5718-WPR-0003,,,0,0,WEEKLY PROGRESS REPORT-0003 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
211,DANEM,DEW-5718-T-062,DEW-5718-MAR-001,,,0,0,MATERIAL SUBMITTAL FOR TANK PLATE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
212,UNIDRO,EMAIIL,4391-MOM-UNIDRO-0010,,,0,0,MINUTES OF WEEKLY PROGRESS MEETING (WPM) – 00010,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
213,DANEM,DEW-5718-T-066,,,,0,0,RFI FOR SAMPLE COLLECTION FOR HIC TEST,NO_IDENTIFIER,,,,,no usable identifier on the vendor row
214,DANEM,DEW-5718-T-068,DEW-5718-WPR-0004,,,0,0,WEEKLY PROGRESS REPORT-0004 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
215,DANEM,DEW-5718-T-076,4391-MOM-DANEM-0013,,,0,0,WEEKLY PROGRESS MEETING MINUTES-0013 DANEM ENGINEERING-STORAGE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
216,DANEM,DEW-5718-T-085,DEW-5718-WPR-0005,,,0,0,WEEKLY PROGRESS REPORT-0005 DANEM ENGINEERING STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
217,DANEM,DEW-5718-T-093,4391-MOM-DANEM-0014,,,0,0,WEEKLY PROGRESS MEETING MINUTES-0014 DANEM ENGINEERING - STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
218,DANEM,DEW-5718-T-098,DEW-5718-WPR-0006,,,0,0,WEEKLY PROGRESS REPORT-0006 DANEM ENGINEERING - STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
219,DANEM,DEW-5718-T-089,,,,0,0,COMMUNICATION PROTOCOL,NO_IDENTIFIER,,,,,no usable identifier on the vendor row
220,UNIDRO,EMAIL,4391-WPR-0005,,,,,WEEKLY PROGRESS REPORT NO. 005 (UNIDRO),EXACT,EXACT,VENDOR_DOCUMENT_NO,4391-WPR-0005,,exact match on VENDOR_DOCUMENT_NO
221,UNIDRO,EMAIL,,,,,,WEEKLY PROGRESS REPORT NO. 004,NO_IDENTIFIER,,,,,no usable identifier on the vendor row
222,UNIDRO,EMAIL,,,,,,MINUTES OF WEEKLY PROGRESS MEETING (WPM) – 00007,NO_IDENTIFIER,,,,,no usable identifier on the vendor row
223,DANEM,DEW-5718-T-099,DEW-5718-HSECV-01,-,,0,0,CV OF HSE PERSONNEL FOR QATARENERGY APPROVAL,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
224,DANEM,DEW-5718-T-099,DEW-5718-FW-01,-,,0,0,FIRE WATCH QATARENERGY APPROVAL,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
225,DANEM,DEW-5718-T-099,DEW-5718-HW-01,-,,0,0,HOLE WATCH QATARENERGY APPROVAL,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
226,DANEM,DEW-5718-T-101,DEW-5718-JHA-01,-,,0,0,JOB HAZARD ANALYSIS - TASK BASED,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
227,DANEM,DEW-5718-T-102,4391-FPI-MG-NFI-003,-,,1,1,NOTIFICATION FOR INSPECTION (NFI),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
228,DANEM,DEW-5718-T-104,4391-MOM-DANEM-0015,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0015 DANEM ENGINEERING - STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
229,DANEM,DEW-5718-T-106,DEW-5718-PP-002,-,,2,2,PLANNING PACKAGE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
230,DANEM,DEW-5718-T-107,4391-FPI-MG-NFI-004,-,,1,1,NOTIFICATION FOR INSPECTION (NFI),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
231,DANEM,DEW-5718-T-110,4391-MOM-DANEM-0016,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0016 DANEM ENGINEERING - STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
232,DANEM,DEW-5718-T-116,DEW-5718-WPR-0007,-,,0,0,WEEKLY PROGRESS REPORT-0007 DANEM ENGINEERING - STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
233,DANEM,DEW-5718-T-125,4391-MOM-DANEM-0017,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0017 DANEM ENGINEERING - STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
234,DANEM,DEW-5718-T-138,DEW-5718-WPR-0008,-,,0,0,WEEKLY PROGRESS REPORT-0008 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
235,DANEM,DEW-5718-T-138,DEW-5718-WPR-0009,-,,0,0,WEEKLY PROGRESS REPORT-0009 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
236,DANEM,DEW-5718-T-139,4391-MOM-DANEM-0018,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0018 DANEM ENGINEERING - STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
237,DANEM,DEW-5718-T-139,ENG-TQ-0004,4391-5-TQ-0003,,0,0,CURB ANGLE WELDING ARRANGEMENT WITH SHELL PLATE FOR STORAGE TANKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
238,DANEM,DEW-5718-T-140,DEW-5718-MPR-0001,-,,0,0,MONTHLY PROGRESS REPORT-0001 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
239,DANEM,DEW-5718-T-149,,-,,0,0,CONSTRUCTION KICK-OF-MEETING DANEM ENGINEERING – STORAGE TANKS WORK,NO_IDENTIFIER,,,,,no usable identifier on the vendor row
240,DANEM,,4391-MOM-DANEM-0019,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0019 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
241,SULZER,SUL-TN-0015,PIS1005233450010-01,-,,0,0,PROJECT SCHEDULE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
242,DANEM,DEW-5718-T-153,DEW-5718-WPR-0010,-,,0,0,WEEKLY PROGRESS REPORT-0010 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
243,DANEM,DEW-5718-T-153,DEW-5718-WPR-0011,-,,0,0,WEEKLY PROGRESS REPORT-0011 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
244,DANEM,DEW-5718-T-156,4391-MOM-DANEM-0020,-,,,,WEEKLY PROGRESS MEETING MINUTES-0020 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
245,DANEM,DEW-5718-T-159,,-,,,,CONSTRUCTION SITE VISIT REPORT DANEM ENGINEERING – STORAGE TANKS WORK,NO_IDENTIFIER,,,,,no usable identifier on the vendor row
246,DANEM,DEW-5718-T-169,DEW-5718-WPR-0012,-,,0,0,WEEKLY PROGRESS REPORT-0012 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
247,DANEM,DEW-5718-T-170,DEW-MG-RFI-03,-,,0,0,RFI FOR PLATE MATERIAL INSPECTION,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
248,DANEM,DEW-5718-T-174,DEW-MG-QAQC-ORG-001,-,,1,1,QA/QC ORGANIZATION CHART KEY PERSON CV,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
249,DANEM,DEW-5718-T-181,DEW-5718-WPR-0013,-,,0,0,WEEKLY PROGRESS REPORT-0013 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
250,DANEM,DEW-5718-T-182,DEW-QA/QC-ORG-01,-,,1,1,QA/QC ORGANIZATION CHART WITH KEY PERSON CV,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
251,DANEM,DEW-5718-T-183,DEW-MG-RFI-04,-,,0,0,RFI FOR PRE-INSPECTION MEETING,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
252,DANEM,DEW-5718-T-184,DEW-5718-MPR-0002,-,,0,0,MONTHLY PROGRESS REPORT-0002 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
253,DANEM,DEW-5718-T-189,4391-DEW-MG-NFI-009,-,,0,0,NOTIFICATION FOR INSPECTION (Welder Qualification Test (WQT),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
254,DANEM,DEW-5718-T-195,DEW-5718-WPR-0014,-,,0,0,WEEKLY PROGRESS REPORT-0014 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
255,DANEM,DEW-5718-T-198,4391-DEW-MG-NFI-011,-,,0,0,NOTIFICATION FOR INSPECTION (Welder Qualification Test (WQT),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
256,DANEM,DEW-5718-T-200,DEW-QA-AUDIT-0001,-,,0,0,DANEM ENGINEERING WORKS AUDIT CLOSE OUT PACKAGE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
257,DANEM,DEW-5718-T-201,4391.MOM-DANEM-0021,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0021 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
258,DANEM,DEW-5718-T-204,4391.MOM-DANEM-0022,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0022 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
259,DANEM,DEW-5718-T-205,4391-DEW-MG-NFI-012,-,,0,0,NOTIFICATION FOR INSPECTION (Shell Plate Rolling of Tank (T-8952A/B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
260,DANEM,DEW-5718-T-206,DEW-5718-WPR-0015,-,,0,0,WEEKLY PROGRESS REPORT-0015 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
261,DANEM,DEW-5718-T-207,DEW-5718-PP-003,-,,3,3,PLANNING PACKAGE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
262,DANEM,DEW-5718-T-209,4391-DEW-MG-NFI-013,-,,0,0,NOTIFICATION FOR INSPECTION (Shell Plate Rolling of Tank (T-8952A/B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
263,DANEM,DEW-5718-T-213,DEW-5718-MM-001,-,,0,0,MANAGEMENT MEETING DANEM ENGINEERING – STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
264,DANEM,DEW-5718-T-214,4391.MOM-DANEM-0023,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0023 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
265,DANEM,DEW-5718-T-215,4391-DEW-MG-NFI-014,-,,0,0,NOTIFICATION FOR INSPECTION (Shell Plate Rolling of Tank (T-8952A/B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
266,DANEM,DEW-5718-T-216,DEW-5718-WPR-0016,-,,0,0,WEEKLY PROGRESS REPORT-0016 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
267,SULZER,SUL-TN-0024,PIS1005233450010-01,-,,0,0,PROJECT SCHEDULE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
268,DANEM,DEW-5718-T-220,4391-DEW-MG-NFI-017,-,,0,0,NOTIFICATION FOR INSPECTION (Welding consumable (Electrodes) receiving Inspection),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
269,DANEM,DEW-5718-T-222,DEW-5718-WPR-0017,-,,0,0,WEEKLY PROGRESS REPORT-0017 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
270,DANEM,DEW-5718-T-227,4391-DEW-MG-NFI-018,-,,0,0,NOTIFICATION FOR INSPECTION (Fit up Inspection of Tank annular plate),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
271,DANEM,DEW-5718-T-227,4391-DEW-MG-NFI-019,-,,0,0,NOTIFICATION FOR INSPECTION (Environmental Conditions & Surface preparation Inspection of Tank Bottom Plates (coating schedule-7)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
272,DANEM,DEW-5718-T-227,4391-DEW-MG-NFI-020,-,,0,0,NOTIFICATION FOR INSPECTION (Weld Visual Inspection of Tank annular plate),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
273,DANEM,DEW-5718-T-227,4391-DEW-MG-NFI-021,-,,0,0,NOTIFICATION FOR INSPECTION (Final painting inspection of Tank bottom plates (coating schedule-7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
274,DANEM,DEW-5718-T-227,4391-DEW-MG-NFI-022,-,,0,0,NOTIFICATION FOR INSPECTION (Final Inspection release of painted tank bottom plates (T-8952A/B) to site.),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
275,DANEM,DEW-5718-T-228,4391.MOM-DANEM-0024,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0024 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
276,DANEM,DEW-5718-T-228,4391.MOM-DANEM-0025,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0025 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
277,DANEM,DEW-5718-T-229,DEW-5718-WPR-0018,-,,0,0,WEEKLY PROGRESS REPORT-0018 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
278,DANEM,DEW-5718-T-231,4391-DEW-MG-NFI-023,-,,0,0,NOTIFICATION FOR INSPECTION Material receiving inspection of paints (For coating schedule – 1Un & 6),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
279,DANEM,DEW-5718-T-231,4391-DEW-MG-NFI-024,-,,0,0,NOTIFICATION FOR INSPECTION PQT For coating schedule – 1Un & 6 Blaster & Painter Qualification,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
280,DANEM,DEW-5718-T-237,4391-DEW-MG-NFI-027,-,,0,0,NOTIFICATION FOR INSPECTION Fit up Inspection of Tank annular plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
281,DANEM,DEW-5718-T-237,4391-DEW-MG-NFI-028,-,,0,0,NOTIFICATION FOR INSPECTION Weld Visual Inspection of Tank annular plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
282,DANEM,DEW-5718-T-239,4391-DEW-MG-NFI-029,-,,0,0,NOTIFICATION FOR INSPECTION Weld Visual Inspection of Tank annular plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
283,DANEM,DEW-5718-T-239,4391-DEW-MG-NFI-030,-,,0,0,NOTIFICATION FOR INSPECTION Environmental Conditions & Surface preparation Inspection of Tank Annular Plates (coating schedule-7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
284,DANEM,DEW-5718-T-249 DEW-5718-T-239,4391-DEW-MG-NFI-031,-,,0,0,NOTIFICATION FOR INSPECTION Final painting inspection of Tank Annular plates (coating schedule-7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
285,DANEM,DEW-5718-T-249 DEW-5718-T-239,4391-DEW-MG-NFI-032,-,,0,0,NOTIFICATION FOR INSPECTION Final Inspection release of painted tank Annular plates (T-8952A/B) to site.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
286,DANEM,DEW-5718-T-244,DEW-5718-WPR-0019,-,,0,0,WEEKLY PROGRESS REPORT-0019 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
287,DANEM,DEW-5718-T-247,4391-DEW-MG-NFI-030,-,,0,0,NOTIFICATION FOR INSPECTION Welding consumable(Electrodes) receiving Inspection - ESAB,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
288,DANEM,DEW-5718-T-251,4391-DEW-MG-NFI-033,-,,0,0,NOTIFICATION FOR INSPECTION Environmental Conditions & Surface Preparation Inspection of Tank Annular Plates (coating schedule 7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
289,DANEM,DEW-5718-T-254,DEW-5718-WPR-0020,-,,0,0,WEEKLY PROGRESS REPORT-0020 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
290,DANEM,DEW-5718-T-255,DEW-5718-MPR-0003,-,,0,0,MONTHLY PROGRESS REPORT-0003 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
291,DANEM,DEW-5718-T-258,4391-DEW-MG-NFI-032,-,,0,0,"NOTIFICATION FOR INSPECTION PQT – Painting schedule No. 6 & 1UN, Paint Manufacturer : Jotun Visual inspection , DFT checking & Pull-off test",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
292,DANEM,DEW-5718-T-259,4391-DEW-MG-NFI-033,-,,0,0,NOTIFICATION FOR INSPECTION Shell plate rolling of T-8949/8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
293,DANEM,DEW-5718-T-260,4391-DEW-MG-NFI-034,-,,0,0,NOTIFICATION FOR INSPECTION Material Inspection of Structural Material,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
294,DANEM,DEW-5718-T-264,4391-DEW-MG-NFI-036,-,,0,0,NOTIFICATION FOR INSPECTION Weld Visual Inspection of Tank annular plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
295,DANEM,DEW-5718-T-264,4391-DEW-MG-NFI-037,-,,0,0,NOTIFICATION FOR INSPECTION Fit up Inspection of Tank annular plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
296,DANEM,DEW-5718-T-264,4391-DEW-MG-NFI-038,-,,0,0,NOTIFICATION FOR INSPECTION Final Inspection/release of Roof Plates of Tank (T-8952A/B) to site.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
297,DANEM,DEW-5718-T-264,4391-DEW-MG-NFI-039,-,,0,0,NOTIFICATION FOR INSPECTION Final Inspection/release of Rolled Shell Plate of Tank (T-8949 &T-8948) to site.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
298,DANEM,DEW-5718-T-264,4391-DEW-MG-NFI-040,-,,0,0,NOTIFICATION FOR INSPECTION Final painting inspection of Tank Annular plates (coating schedule-7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
299,DANEM,DEW-5718-T-266,4391-DEW-MG-NFI-041,-,,0,0,NOTIFICATION FOR INSPECTION Final Inspection release of painted tank Annular plates (T-8952A/B) to site,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
300,DANEM,DEW-5718-T-268,DEW-5718-WPR-0021,-,,0,0,WEEKLY PROGRESS REPORT-0021 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
301,DANEM,DEW-5718-T-270,4391-MG-DEW-01,-,,0,0,Inspection of foundation NEWTP AREA (T8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
302,DANEM,DEW-5718-T-271,4391-DEW-MG-NFI-042,-,,0,0,Weld Visual Inspection of Tank annular plate T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
303,DANEM,DEW-5718-T-272,4391-RFI-DEW-0002,-,,0,0,"Inspection of Tank Foundation T8952B Civil clearance for the construction of treated water tank T-8952B, refer to RFI",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
304,DANEM,DEW-5718-T-273,4391-DEW-MG-NFI-043,-,,0,0,Material Inspection of Structural Material,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
305,DANEM,DEW-5718-T-273,4391-DEW-MG-NFI-044,-,,0,0,Shell plate rolling of Tank T-8949/8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
306,DANEM,DEW-5718-T-273,4391-DEW-MG-NFI-045,-,,0,0,Shell plate rolling of Tank T-8949/8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
307,DANEM,DEW-5718-T-276,4391-DEW-MG-NFI-046,-,,0,0,MPE for the temporary attachment removal area on T-8948/88949 annular plates,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
308,DANEM,DEW-5718-T-277,4391-DEW-MG-NFI-047,-,,0,0,Welder Qualification Test (WQT),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
309,DANEM,DEW-5718-T-278,4391-DEW-MG-NFI-048,-,,0,0,Final Inspection/release of Rolled Shell Plate of Tank (T-8949 &T-8948) to site.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
310,DANEM,DEW-5718-T-279,4391-RFI-DEW-0003,-,,0,0,Inspection of Annular Plate Fitup T-8952A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
311,DANEM,DEW-5718-T-280,DEW-5718-WPR-0022,-,,0,0,WEEKLY PROGRESS REPORT-0022 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
312,DANEM,DEW-5718-T-278,4391-DEW-MG-NFI-049,-,,0,0,Final Inspection/release of Rolled Shell Plate of Tank (T-8949 & T-8948) to site.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
313,DANEM,DEW-5718-T-284,4391-DEW-MG-NFI-050,-,,0,0,Environmental Conditions & Surface preparation Inspection of Tank Annular Plates T-8948/8949 (coating schedule-7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
314,DANEM,DEW-5718-T-287,DEW-5718-MPR-0004,-,,0,0,MONTHLY PROGRESS REPORT-0004 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
315,DANEM,DEW-5718-T-288 DEW-5718-T-286,4391-RFI-DEW-0004,-,,0,0,Fitup Inspection of Annular Plate T-8952A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
316,DANEM,DEW-5718-T-288,4391-RFI-DEW-0005,,,0,0,Welding consumables (Vaccum packed Electrodes) Receiving Inspection-ESAB,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
317,DANEM,DEW-5718-T-291,4391-DEW-MG-NFI-051,-,,0,0,Final Inspection/release of Roof Plate of Tank (T-8949 &T-8948) to site,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
318,DANEM,DEW-5718-T-291,4391-DEW-MG-NFI-052,-,,0,0,Final painting inspection of Tank Annular & Bottom plates (coating schedule-7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
319,DANEM,DEW-5718-T-291,4391-DEW-MG-NFI-053,-,,0,0,Final Inspection release of painted tank bottom plates (T-8948/8949) to site.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
320,DANEM,DEW-5718-T-290,4391.MOM-DANEM-0026,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0026 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
321,DANEM,DEW-5718-T-293,DEW-5718-WPR-0023,-,,0,0,WEEKLY PROGRESS REPORT-0023 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
322,DANEM,DEW-5718-T-298,4391-RFI-DEW-0006,-,,0,0,MPI Inspection of before capping on weld joints in Annular Plate T-8952A&B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
323,DANEM,DEW-5718-T-299,4391-DEW-MG-NFI-054,-,,0,0,Final Release of Structural Supports (Rafter) of T-8948/8949 to Site,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
324,DANEM,DEW-5718-T-301,4391-DEW-MG-NFI-055,-,,0,0,Material Receiving Inspection (Paint),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
325,DANEM,DEW-5718-T-301,4391-DEW-MG-NFI-056,-,,0,0,Welder Qualification Test (WQT),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
326,DANEM,DEW-5718-T-302,4391-RFI-DEW-0007,-,,0,0,Weld Visual Inspection of Tank Annular Plate Joints T-8952A&B/,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
327,DANEM,DEW-5718-T-307,4391.MOM-DANEM-0027,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0027 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
328,DANEM,DEW-5718-T-308,4391-DEW-MG-NFI-057,-,,0,0,"Environmental Conditions & Surface Preparation Inspection of Tank Structure (Rafters) for T8952A/B, T8948, T8949",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
329,DANEM,DEW-5718-T-311,DEW-5718-WPR-0024,-,,0,0,WEEKLY PROGRESS REPORT-0024 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
330,DANEM,DEW-5718-T-310,4391-RFI-DEW-0008,-,,0,0,Weld Visual Inspection of Tank Annular Plate Joints T-8952A&B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
331,DANEM,DEW-5718-T-310,4391-RFI-DEW-0009,-,,0,0,MPE for the temporary attachment removal area on T-8952B of Tank Annular Plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
332,DANEM,DEW-5718-T-316,DEW-MG-QAQC-CV-0001,-,,0,0,CV OF QA/QC ENGINEER,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
333,DANEM,DEW-5718-T-319,4391-DEW-MG-NFI-058,-,,0,0,Final Release of Structural Supports (Roof Rafter) of T-8948/8949/T-8952A/B to site.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
334,DANEM,DEW-5718-T-323,4391-RFI-DEW-0010,-,,0,0,MPE for the temporary attachment removal area on T-8952B of Tank Annular Plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
335,DANEM,DEW-5718-T-322,DEW-5718-WPR-0025,-,,0,0,WEEKLY PROGRESS REPORT-0025 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
